%%%%%% This data is partly derived from OpenStreetmap, and is copyright OpenStreetMapContributors. %%%%%
%%%%%% It is made available under the Open Database Licence. For more information, see http://www.openstreetmap.org/copyright %%%%%%%
%%%%%% Aircraft movement information was provided by Manchester Airports Group Plc and permission has been granted to release this information %%%%%%
%SECTION%1%;General;
%FIELDS%;separation_distance_on_ground;
%DESCRIPTION%;[m];
;60;
%SECTION%1%;Nodes;
%FIELDS%;node_id;x;y;lat;lon;name;specification;
%DESCRIPTION%;ID;x-coordination;y-coordination;latitude;longitude;name;{'', gate, runway, holding_point, intermediate};
;24;547899.699633887;5913114.488213139;53.3649821;-2.2801645;;intermediate;
;25;547877.181974571;5912906.232202237;53.3631123;-2.2805344;;intermediate;
;26;547894.4076031613;5912933.085327403;53.3633521;-2.2802715;;intermediate;
;27;548177.4425346375;5912213.563644246;53.3568592;-2.2761282;;intermediate;
;28;548160.5081180637;5912638.595443354;53.360681;-2.2763179;;intermediate;
;29;548381.5073152847;5912325.18082414;53.3578438;-2.2730453;;intermediate;
;30;547960.555186334;5912380.914843852;53.3583831;-2.2793613;;intermediate;
;31;548374.1744618336;5912341.983928146;53.3579955;-2.2731529;;intermediate;
;32;548167.8280641203;5912628.2003172515;53.3605869;-2.2762095;;intermediate;
;33;547925.7775942291;5913069.8588433275;53.3645786;-2.2797794;;intermediate;
;34;548801.0177265757;5912640.9583186;53.3606435;-2.2666938;;intermediate;
;35;548858.4000442518;5912672.188360346;53.3609189;-2.2658268;;intermediate;
;36;549055.3329657295;5912729.212102588;53.3614132;-2.262859;;intermediate;
;37;549075.7291320864;5912771.355772371;53.3617901;-2.262546;;intermediate;
;38;548995.3284170317;5912785.30106142;53.3619229;-2.2637519;;intermediate;
;39;549244.4083373268;5912870.32920577;53.362664;-2.2599961;;intermediate;
;40;549188.5967454485;5912875.55874173;53.3627162;-2.2608339;;intermediate;
;41;549202.8923137481;5912876.185168572;53.3627205;-2.260619;;intermediate;
;42;549315.5845684361;5912896.111584289;53.3628891;-2.2589226;;intermediate;
;43;545916.0185635703;5909431.052271911;53.3320505;-2.3105072;05R / 23L;runway;
;44;548440.2509804352;5911513.5335307;53.3505432;-2.272287;;intermediate;
;45;547971.0229810374;5911957.096951403;53.3545728;-2.2792683;;intermediate;
;46;548198.6120099183;5912187.666198911;53.3566245;-2.2758141;;intermediate;
;47;548255.0481730202;5912118.958947823;53.3560018;-2.2749767;;intermediate;
;48;548429.7585196035;5912262.2666885145;53.3572739;-2.27233;;intermediate;
;49;548817.0770317139;5912083.144119854;53.3556283;-2.2665386;;intermediate;
;50;548834.8098131132;5912134.282267785;53.3560863;-2.2662643;;intermediate;
;51;548769.8847837115;5912516.942445685;53.3595317;-2.2671807;;intermediate;
;52;548823.0882675218;5912211.374594819;53.3567803;-2.2664285;;intermediate;
;53;548654.8595933614;5912426.723869387;53.3587314;-2.2689228;;intermediate;
;54;548490.5581169615;5912312.1737397425;53.3577169;-2.2714089;;intermediate;
;55;548546.125266947;5912121.611832174;53.355999;-2.2706033;;intermediate;
;56;548803.6787105224;5912317.047950679;53.3577319;-2.2667038;05L / 23R;runway;
;57;548768.4407116636;5912287.981740685;53.3574739;-2.2672377;05L / 23R;runway;
;58;548379.2363978707;5911966.986726936;53.3546245;-2.2731342;05L / 23R;runway;
;59;548554.4822593895;5912111.506021111;53.3559074;-2.2704793;05L / 23R;runway;
;60;548677.178384363;5911963.208811275;53.3545632;-2.2686588;;intermediate;
;61;548448.9132743244;5911875.853515997;53.353799;-2.2721014;;intermediate;
;62;548063.8740147905;5911958.402184375;53.3545761;-2.2778732;;intermediate;
;63;548113.8568664244;5911959.108180835;53.3545779;-2.2771222;;intermediate;
;64;548013.4482350445;5912400.785484927;53.3585569;-2.2785636;;intermediate;
;65;547898.5753729945;5912343.31892379;53.3580508;-2.2802982;;intermediate;
;66;548016.3653515008;5912423.656087756;53.3587622;-2.2785163;;intermediate;
;67;548131.9087629225;5912320.621350917;53.3578256;-2.276796;;intermediate;
;68;548141.7549204637;5912305.311943797;53.3576871;-2.2766504;;intermediate;
;69;548136.2053527972;5912267.049955681;53.3573437;-2.2767396;;intermediate;
;70;548441.6262902718;5912377.183095811;53.3583057;-2.2721341;;intermediate;
;71;548108.0656620415;5912247.128090206;53.3571672;-2.2771654;;intermediate;
;72;547989.5983622805;5912147.222852562;53.35628;-2.2789604;;intermediate;
;73;547444.5013425614;5911475.275804091;53.3502896;-2.2872505;;intermediate;
;74;547792.9028412586;5911773.741926284;53.3529409;-2.2819719;;intermediate;
;75;547818.2190209114;5911954.956317253;53.3545674;-2.2815642;;intermediate;
;76;547831.1820501382;5911983.768858796;53.3548252;-2.2813651;;intermediate;
;77;547832.6360489134;5912083.347550946;53.3557201;-2.2813282;;intermediate;
;78;547743.0234878308;5912046.821934576;53.3553999;-2.28268;;intermediate;
;79;547861.63241898;5912040.883333494;53.3553358;-2.280899;;intermediate;
;80;547902.2348517361;5912076.004650165;53.3556478;-2.2802837;;intermediate;
;81;547796.4603556237;5911703.952727351;53.3523133;-2.281929;;intermediate;
;82;548121.1570738609;5911754.168328032;53.3527352;-2.2770437;05L / 23R;runway;
;83;547787.4226785663;5911608.381004982;53.3514551;-2.2820792;;intermediate;
;84;547847.9289740155;5911528.884571151;53.3507351;-2.2811823;05L / 23R;runway;
;85;547971.5850213227;5911378.353914273;53.3493709;-2.2793476;;intermediate;
;86;548138.4528702346;5911514.094598641;53.3505758;-2.2768204;;intermediate;
;87;548143.0942003271;5911376.583199955;53.3493394;-2.2767716;;intermediate;
;88;548273.7740263185;5911510.560490387;53.3505317;-2.2747882;;intermediate;
;89;548226.2431546226;5911582.005837606;53.3511782;-2.2754913;;intermediate;
;90;548424.430405039;5911633.441243695;53.3516224;-2.2725063;;intermediate;
;91;548451.3319132985;5911778.984118203;53.3529281;-2.2720799;;intermediate;
;92;548217.4403364661;5911833.558236958;53.35344;-2.2755852;05L / 23R;runway;
;93;547058.2903828636;5910951.266836016;53.3456142;-2.2931299;;intermediate;
;94;547037.8410605838;5910996.668601103;53.3460241;-2.2934303;;intermediate;
;95;547035.9727232333;5911040.830162554;53.3464212;-2.2934518;;intermediate;
;96;547053.3593407172;5911094.305316126;53.3469003;-2.2931827;;intermediate;
;97;547075.135733353;5911125.305641753;53.347177;-2.292851;;intermediate;
;98;547116.1522449501;5911167.043863287;53.3475485;-2.2922287;;intermediate;
;99;547223.8633264939;5911253.613470772;53.348317;-2.2905979;;intermediate;
;100;547210.1156141576;5911199.328226155;53.3478303;-2.2908125;;intermediate;
;101;547217.739589293;5911150.951599653;53.3473948;-2.2907052;;intermediate;
;102;547239.5929637123;5911108.412707084;53.3470105;-2.2903833;;intermediate;
;103;547276.4837386751;5911059.448146429;53.3465671;-2.2898365;05L / 23R;runway;
;104;547294.6031105289;5911322.728562722;53.3489319;-2.289525;;intermediate;
;105;547397.8927004328;5911422.086172795;53.3498157;-2.2879586;;intermediate;
;106;547456.9195751683;5911375.646786636;53.349393;-2.2870789;;intermediate;
;107;547721.024270964;5911424.251036796;53.3498061;-2.2831044;05L / 23R;runway;
;108;547541.132207248;5911275.956459792;53.3484894;-2.2858289;05L / 23R;runway;
;109;547647.7904695813;5911089.956830578;53.346808;-2.2842548;;intermediate;
;110;547892.1218372408;5911313.8023580145;53.3487979;-2.280551;;intermediate;
;111;547739.9647202303;5910935.577921222;53.3454121;-2.2828936;05R / 23L;runway;
;112;548087.507952577;5911222.385561797;53.3479585;-2.27763;05R / 23L;runway;
;113;545819.7677316046;5909561.895784859;53.3332349;-2.3119335;;intermediate;
;114;545821.3910796831;5909583.495096534;53.3334289;-2.311906;;intermediate;
;115;545937.0433482202;5909684.184857119;53.3343239;-2.3101548;;intermediate;
;116;545985.7383229687;5909696.559818296;53.3344309;-2.3094218;;intermediate;
;117;546101.7974343771;5909584.246571562;53.3334113;-2.3076954;05R / 23L;runway;
;118;547513.9032359094;5910749.038578542;53.3437558;-2.286317;05R / 23L;runway;
;119;547406.6773247035;5910660.564909677;53.3429702;-2.2879407;05R / 23L;runway;
;120;548282.8654946731;5911383.619296119;53.3493899;-2.274671;;intermediate;
;121;548149.7610660703;5911273.760080876;53.3484146;-2.2766871;;intermediate;
;122;549030.4113457648;5912725.060853836;53.3613782;-2.2632341;;intermediate;
;123;549079.5169608411;5912722.296841321;53.3613488;-2.2624967;;intermediate;
;124;549129.2044551175;5912666.480515279;53.3608425;-2.2617588;;intermediate;
;125;549161.2090003293;5912611.9725691145;53.3603496;-2.2612864;05L / 23R;runway;
;126;549063.9969766675;5912753.8338958975;53.3616337;-2.262725;;intermediate;
;127;549289.7182163307;5912887.543339429;53.3628145;-2.2593126;;intermediate;
;128;549342.4594427845;5912896.635373225;53.3628913;-2.2585187;;intermediate;
;129;549381.1930476157;5912879.948567465;53.3627377;-2.2579393;;intermediate;
;130;549426.4934722036;5912829.563602388;53.3622806;-2.2572665;05L / 23R;runway;
;131;549081.5974336645;5912789.562530688;53.3619532;-2.262455;;intermediate;
;132;549095.264245838;5912804.690149931;53.3620879;-2.2622473;;intermediate;
;133;549170.9908683746;5912866.186610721;53.3626336;-2.2610999;;intermediate;
;134;549260.3831696917;5912872.675455488;53.3626836;-2.2597557;;intermediate;
;135;548029.7962248788;5912577.137812349;53.3601405;-2.2782912;;intermediate;
;136;547999.5036858345;5912649.905547072;53.3607973;-2.2787353;;intermediate;
;137;547442.5701490161;5913192.754627372;53.3657268;-2.2870219;;intermediate;
;138;547624.2523194341;5913381.084201826;53.3674032;-2.2842634;;intermediate;
;139;547610.5676926505;5913027.4603061015;53.364226;-2.2845223;;intermediate;
;140;547739.3160189732;5912904.755959819;53.3631115;-2.2826062;;intermediate;
;141;547955.2624957117;5912692.3263000315;53.3611826;-2.2793936;;intermediate;
;142;547996.6930105822;5912241.5516639;53.3571272;-2.2788395;;intermediate;
;143;548042.4843157157;5912195.697948837;53.3567109;-2.2781585;;intermediate;
;144;548395.1502334462;5911476.158968642;53.3502114;-2.2729702;;intermediate;
;145;549476.9644242205;5912870.731421767;53.3626459;-2.2565017;05L / 23R;runway;
;146;547088.2539930622;5910906.560164291;53.3452097;-2.2926865;05L / 23R;runway;
;147;547079.0733519918;5910899.104051214;53.3451435;-2.2928255;05L / 23R;runway;
;148;548422.8798011306;5912500.977366822;53.3594201;-2.2723968;;intermediate;
;149;547835.5204287096;5912307.960403259;53.3577387;-2.2812509;;intermediate;
;150;547774.5417765327;5912293.072683783;53.3576104;-2.2821693;;intermediate;
;151;547654.9510096314;5912303.976710417;53.3577192;-2.2839644;;intermediate;
;152;548023.8284152312;5912617.085640312;53.3605001;-2.2783748;;intermediate;
;153;548035.9986291134;5912649.617926799;53.3607914;-2.278187;;intermediate;
;154;548045.5412039675;5912658.971018662;53.3608746;-2.2780422;;intermediate;
;155;548063.3446099646;5912664.891949193;53.3609262;-2.2777738;;intermediate;
;156;548684.4810168939;5912512.183799379;53.3594968;-2.2684646;;intermediate;
;157;548700.8318953647;5912492.914646374;53.3593221;-2.2682219;;intermediate;
;158;548716.6902823575;5912485.990091744;53.3592584;-2.2679847;;intermediate;
;159;548732.1113470142;5912487.316418279;53.3592689;-2.2677528;;intermediate;
;160;548122.6775024537;5912257.467201989;53.3572588;-2.2769443;;intermediate;
;161;548164.1978596746;5912247.618775268;53.3571665;-2.276322;;intermediate;
;162;548039.1404796212;5912403.348168615;53.3585776;-2.2781772;;intermediate;
;163;547584.3160383671;5913421.2373050805;53.3677677;-2.2848575;;intermediate;
;164;547659.6702765791;5913498.849301888;53.3684585;-2.2837134;216;gate;
;165;547589.2096533169;5913416.324248487;53.3677231;-2.2847847;;intermediate;
;166;547665.3093217581;5913493.921550503;53.3684137;-2.2836294;216R;gate;
;167;547631.5901919642;5913373.981671082;53.3673387;-2.2841542;;intermediate;
;168;547704.4218848178;5913448.999034215;53.3680064;-2.2830484;215;gate;
;169;547667.0971974626;5913339.614396062;53.3670266;-2.2836258;;intermediate;
;170;547739.3340058922;5913412.245413522;53.3676729;-2.2825293;214L;gate;
;171;547672.4729606517;5913334.416991947;53.3669794;-2.2835458;;intermediate;
;172;547753.2684977113;5913414.877632609;53.3676953;-2.2823195;214;gate;
;173;547697.6858170626;5913310.004313775;53.3667577;-2.2831706;;intermediate;
;174;547769.8990277536;5913383.659123998;53.3674132;-2.2820743;213;gate;
;175;547733.4154778854;5913275.428369395;53.3664437;-2.2826389;;intermediate;
;176;547805.3733111804;5913349.993459976;53.3671074;-2.2815463;212L;gate;
;177;547739.9070064076;5913269.140802851;53.3663866;-2.2825423;;intermediate;
;178;547821.5139980767;5913352.948473322;53.3671325;-2.2813033;212;gate;
;179;547765.9402786699;5913243.946795582;53.3661578;-2.2821549;;intermediate;
;180;547834.2576687387;5913313.925290308;53.3667806;-2.2811177;211;gate;
;181;547799.1441680832;5913211.815853154;53.365866;-2.2816608;;intermediate;
;182;547869.247316966;5913284.204850195;53.3665103;-2.2805964;210L;gate;
;183;547807.195052762;5913204.008713961;53.3657951;-2.281541;;intermediate;
;184;547886.8749667904;5913285.561833071;53.3665209;-2.2803313;210;gate;
;185;547830.9978215002;5913180.9843802815;53.365586;-2.2811868;;intermediate;
;186;547903.2125801324;5913254.485458679;53.3662401;-2.2800905;209;gate;
;187;547864.1959327847;5913148.853823676;53.3652942;-2.2806928;;intermediate;
;188;547936.7531031775;5913222.714882152;53.3659515;-2.2795913;208L;gate;
;189;547873.0735577348;5913140.254069575;53.3652161;-2.2805607;;intermediate;
;190;547953.9581965073;5913222.443488194;53.3659475;-2.2793328;208;gate;
;191;547895.75472804;5913118.309073395;53.3650168;-2.2802232;;intermediate;
;192;547968.0858541374;5913191.489657937;53.365668;-2.2791252;207;gate;
;193;547922.1200639715;5913074.873035445;53.364624;-2.2798336;;intermediate;
;194;547998.7579848494;5913153.23761632;53.3653214;-2.2786701;206L;gate;
;195;547929.602226648;5913066.092422622;53.3645444;-2.2797225;;intermediate;
;196;548018.1213189856;5913157.394051236;53.365357;-2.2783785;206;gate;
;197;547954.1090936288;5913042.007722553;53.3643257;-2.2793579;;intermediate;
;198;548034.1845126655;5913123.96780723;53.3650551;-2.2781422;205;gate;
;199;547983.9942450741;5913012.570350898;53.3640584;-2.2789133;;intermediate;
;200;548064.6103709497;5913095.682357737;53.3647981;-2.2776893;204L;gate;
;201;547994.9045287163;5913001.755074128;53.3639602;-2.278751;;intermediate;
;202;548085.4919756192;5913095.159359308;53.3647915;-2.2773756;204;gate;
;203;548016.879868194;5912979.9703977415;53.3637624;-2.2784241;;intermediate;
;204;548102.2380366405;5913067.314248297;53.3645397;-2.2771282;203;gate;
;205;548052.2957340112;5912947.284998802;53.3634654;-2.2778969;;intermediate;
;206;548131.8867092581;5913028.451891679;53.3641877;-2.2766886;202L;gate;
;207;548065.359469723;5912944.012662235;53.3634348;-2.2777011;;intermediate;
;208;548150.0919196091;5913030.694622029;53.3642062;-2.2764147;202;gate;
;209;548136.4299761101;5912926.185557313;53.3632681;-2.2766359;;intermediate;
;210;548159.0597132423;5913016.555683621;53.3640783;-2.2762821;201;gate;
;211;548166.1166803015;5912814.094134777;53.3622579;-2.2762069;22;gate;
;212;548139.5591279371;5912925.405081454;53.3632608;-2.276589;;intermediate;
;213;548114.6658751012;5912825.165868878;53.3623621;-2.2769783;24;gate;
;214;548088.9717552289;5912938.087931319;53.3633794;-2.2773472;;intermediate;
;215;548061.8207785261;5912830.672307682;53.3624164;-2.2777715;26;gate;
;216;548039.37973609;5912957.668214161;53.3635599;-2.2780894;;intermediate;
;217;548016.186805909;5912865.479518846;53.3627334;-2.2784519;28;gate;
;218;547857.0987165179;5913005.149050828;53.3640032;-2.2808212;231;gate;
;219;547870.1098350588;5913143.128024149;53.3652422;-2.2806048;;intermediate;
;220;547798.5320373024;5913068.932982746;53.3645818;-2.2816916;233;gate;
;221;547835.1174216428;5913176.987214648;53.3655497;-2.2811255;;intermediate;
;222;547761.1621132486;5913100.977552127;53.3648732;-2.2822483;235;gate;
;223;547727.2598742539;5913139.643678541;53.3652238;-2.2827519;237;gate;
;224;547754.0257038627;5913255.475663042;53.3662625;-2.2823322;;intermediate;
;225;547684.1847215842;5913183.936590129;53.3656258;-2.2833925;239;gate;
;226;547717.32131803;5913290.998478801;53.3665851;-2.2828784;;intermediate;
;227;547650.7029240186;5913223.931431044;53.3659883;-2.2838896;241;gate;
;228;547686.665246133;5913320.674514939;53.3668546;-2.2833346;;intermediate;
;229;547621.0056921073;5913253.550751032;53.3662572;-2.2843314;243;gate;
;230;547289.4803216624;5913317.605366911;53.3668627;-2.2893037;;intermediate;
;231;547365.8309563476;5913396.034688105;53.3675608;-2.2881446;86L;gate;
;232;547311.8664923611;5913296.188730681;53.3666682;-2.2889705;;intermediate;
;233;547392.3314569094;5913378.431074165;53.3674002;-2.287749;86;gate;
;234;547321.0642154521;5913287.390887922;53.3665883;-2.2888336;;intermediate;
;235;547397.4563116072;5913365.665367026;53.367285;-2.2876739;86R;gate;
;236;547353.0383194311;5913256.791103233;53.3663104;-2.2883577;;intermediate;
;237;547429.005676466;5913334.283051823;53.3670001;-2.2872045;85L;gate;
;238;547372.5226968362;5913238.138379728;53.366141;-2.2880677;;intermediate;
;239;547452.7078538851;5913319.74478265;53.3668673;-2.2868505;85;gate;
;240;547383.3667380472;5913227.766093129;53.3660468;-2.2879063;;intermediate;
;241;547459.6376210168;5913304.849903946;53.3667328;-2.2867486;85R;gate;
;242;547269.8757173303;5913336.3684841;53.3670331;-2.2895955;;intermediate;
;243;547194.3333260936;5913258.048911769;53.3663359;-2.2907424;74R;gate;
;244;547280.9007377398;5913325.81975824;53.3669373;-2.2894314;;intermediate;
;245;547201.2618320815;5913243.876827838;53.3662079;-2.2906404;74;gate;
;246;547300.5725214056;5913307.001725782;53.3667664;-2.2891386;;intermediate;
;247;547224.4367277924;5913228.79815258;53.3660703;-2.2902944;74L;gate;
;248;547331.2631602582;5913277.623974118;53.3664996;-2.2886818;;intermediate;
;249;547253.8325961671;5913198.461347559;53.365795;-2.2898572;73R;gate;
;250;547341.7441619197;5913267.60400084;53.3664086;-2.2885258;;intermediate;
;251;547261.2800614343;5913184.995430443;53.3656733;-2.2897473;73;gate;
;252;547361.7793994731;5913248.422689083;53.3662344;-2.2882276;;intermediate;
;253;547284.2842001494;5913169.737330922;53.3655341;-2.2894039;73L;gate;
;254;547392.2893581972;5913219.221532911;53.3659692;-2.2877735;;intermediate;
;255;547315.4534791426;5913140.486617978;53.3652684;-2.2889399;72R;gate;
;256;547403.5836337677;5913208.419879605;53.3658711;-2.2876054;;intermediate;
;257;547322.9046423018;5913126.675934098;53.3651436;-2.28883;72;gate;
;258;547345.7297097031;5913111.405216622;53.3650043;-2.2884893;72L;gate;
;259;547469.0164627747;5913166.72870957;53.3654905;-2.2866284;;intermediate;
;260;547385.4774535308;5913081.528403757;53.3647322;-2.2878965;71R;gate;
;261;547483.4796949417;5913152.49880589;53.3653613;-2.2864132;;intermediate;
;262;547400.6078768615;5913067.794435754;53.3646074;-2.2876712;71;gate;
;263;547497.8556200096;5913138.357078145;53.3652329;-2.2861993;;intermediate;
;264;547420.5080872423;5913058.914431896;53.3645258;-2.2873735;71L;gate;
;265;547527.3336085338;5913109.357841935;53.3649696;-2.2857607;;intermediate;
;266;547443.1788675835;5913023.171305771;53.3642025;-2.2870382;70R;gate;
;267;547541.978743637;5913094.940794524;53.3648387;-2.2855428;;intermediate;
;268;547459.1978732903;5913009.791290722;53.3640808;-2.2867995;70;gate;
;269;547556.0861747647;5913081.063569521;53.3647127;-2.2853329;;intermediate;
;270;547474.1526269196;5912995.699773705;53.3639528;-2.2865769;70L;gate;
;271;547585.3767692031;5913052.240820844;53.364451;-2.2848971;;intermediate;
;272;547503.8894971312;5912967.504025853;53.3636967;-2.2861343;69R;gate;
;273;547600.0287975675;5913037.83514293;53.3643202;-2.2846791;;intermediate;
;274;547528.6312067279;5912963.679451814;53.3636601;-2.2857631;69;gate;
;275;547614.6327735295;5913023.584787756;53.3641908;-2.2844618;;intermediate;
;276;547539.9712342558;5912945.735855587;53.3634978;-2.2855954;69L;gate;
;277;547643.9149263625;5912995.674616618;53.3639373;-2.284026;;intermediate;
;278;547563.2050034653;5912911.73453224;53.3631901;-2.2852514;68R;gate;
;279;547659.154114473;5912981.152621794;53.3638054;-2.2837992;;intermediate;
;280;547576.9231175925;5912896.9189055;53.3630557;-2.2850475;68;gate;
;281;547673.9365453665;5912967.059994972;53.3636774;-2.2835792;;intermediate;
;282;547595.069617786;5912885.16274711;53.3629484;-2.2847766;68L;gate;
;283;547703.7837228932;5912938.621818866;53.3634191;-2.283135;;intermediate;
;284;547621.2700973053;5912853.372061276;53.3626603;-2.2843877;67R;gate;
;285;547718.5664173507;5912924.529330337;53.3632911;-2.282915;;intermediate;
;286;547635.3323270192;5912839.450106075;53.3625339;-2.2841785;67;gate;
;287;547733.8127143063;5912910.00764084;53.3631592;-2.2826881;;intermediate;
;288;547654.7088248455;5912829.842641828;53.3624458;-2.2838888;67L;gate;
;289;547762.8264469581;5912881.795094189;53.362903;-2.2822564;;intermediate;
;290;547680.0325770132;5912796.619385671;53.3621449;-2.2835133;66R;gate;
;291;547776.9879385139;5912867.963556094;53.3627774;-2.2820457;;intermediate;
;292;547693.9190438285;5912782.339812772;53.3620153;-2.2833068;66;gate;
;293;547792.7693649619;5912852.546248161;53.3626374;-2.2818109;;intermediate;
;294;547710.119238262;5912768.96244374;53.3618936;-2.2830654;66L;gate;
;295;547822.7999429458;5912823.220588559;53.3623711;-2.2813641;;intermediate;
;296;547743.5894029761;5912742.407754363;53.3616519;-2.2825665;65R;gate;
;297;547843.0983526994;5912803.398616525;53.3621911;-2.2810621;;intermediate;
;298;547762.0760567769;5912722.7341202535;53.3614734;-2.2822917;65;gate;
;299;547772.2959490572;5912718.375443357;53.3614333;-2.2821388;65L;gate;
;300;547490.9465724695;5913145.152581652;53.3652946;-2.2863021;;intermediate;
;301;547567.1608579793;5913222.537943919;53.3659833;-2.2851452;84L;gate;
;302;547505.503983076;5913130.834679069;53.3651646;-2.2860855;;intermediate;
;303;547581.9356251037;5913208.444964769;53.3658553;-2.2849253;84;gate;
;304;547520.2430346624;5913116.3294995185;53.3650329;-2.2858662;;intermediate;
;305;547597.943717765;5913196.13337805;53.3657432;-2.2846866;84R;gate;
;306;547549.1769614378;5913087.858988679;53.3647744;-2.2854357;;intermediate;
;307;547626.2798176993;5913164.898162738;53.3654599;-2.2842655;83L;gate;
;308;547563.5532757252;5913073.717458949;53.364646;-2.2852218;;intermediate;
;309;547640.339379094;5913151.154214664;53.3653351;-2.2840563;83;gate;
;310;547578.5615229628;5913058.948133609;53.3645119;-2.2849985;;intermediate;
;311;547657.2531518725;5913138.150984335;53.3652167;-2.2838041;83R;gate;
;312;547607.8523887458;5913030.125522952;53.3642502;-2.2845627;;intermediate;
;313;547684.8636954284;5913108.332925397;53.3649462;-2.2833937;82L;gate;
;314;547622.9578252048;5913015.6465773685;53.3641187;-2.2843379;;intermediate;
;315;547700.3441246329;5913094.9483098155;53.3648245;-2.2831631;82;gate;
;316;547637.7466966477;5913001.553905102;53.3639907;-2.2841178;;intermediate;
;317;547715.4772194171;5913081.037345764;53.3646981;-2.2829378;82R;gate;
;318;547681.7308516821;5912959.639468917;53.36361;-2.2834632;;intermediate;
;319;547757.1558454109;5913036.764045126;53.3642964;-2.2823182;81;gate;
;320;548376.7107915308;5912333.4429242555;53.3579185;-2.2731161;;intermediate;
;321;547978.6903037839;5913017.834890707;53.3641062;-2.2789922;;intermediate;
;322;547884.7618501037;5912921.450715306;53.3632484;-2.2804182;;intermediate;
;323;547856.6787226372;5912826.165121043;53.3623945;-2.2808546;;intermediate;
;324;547850.4582875249;5912796.207627444;53.3621258;-2.2809526;;intermediate;
;325;547667.2105731281;5912973.467684653;53.3637356;-2.2836793;;intermediate;
;326;547741.6926774122;5913049.058331463;53.3644083;-2.2825487;81L;gate;
;327;547697.1315388739;5912944.963453646;53.3634767;-2.283234;;intermediate;
;328;547773.811833175;5913023.658497868;53.3641771;-2.2820699;81R;gate;
;329;547909.3300861543;5912948.0886353785;53.3634856;-2.280045;;intermediate;
;330;547987.8537906903;5912861.0544994455;53.3626962;-2.2788783;32;gate;
;331;547854.9077023558;5912817.64722313;53.3623181;-2.2808825;;intermediate;
;332;547971.5200981178;5912825.643221534;53.3623794;-2.2791291;31;gate;
;333;547937.3667499379;5912710.069279737;53.3613437;-2.2796598;;intermediate;
;334;548009.3395547488;5912793.59368054;53.3620879;-2.2785657;29;gate;
;335;547981.5127376578;5912667.157870397;53.360954;-2.279003;;intermediate;
;336;548092.3170462317;5912657.5417138785;53.3608575;-2.2773396;;intermediate;
;337;548118.8464258361;5912758.687390501;53.3617642;-2.2769256;25;gate;
;338;548144.2835848863;5912644.349921987;53.3607342;-2.2765608;;intermediate;
;339;548172.240334119;5912751.6517842;53.3616961;-2.2761244;23;gate;
;340;548173.665846502;5912653.715195718;53.3608157;-2.2761179;;intermediate;
;341;548230.7852324233;5912706.630134563;53.3612861;-2.2752516;21;gate;
;342;548248.9332272023;5912648.426468805;53.3607613;-2.2749878;2;gate;
;343;548168.3050208999;5912605.441885515;53.3603823;-2.2762058;;intermediate;
;344;548254.2184172982;5912597.234958773;53.3603007;-2.2749162;4;gate;
